C1,  the DT purchases NNS  show VBP  the DT strong JJ interest NN  of IN  japanese JJ investors NNS  in IN  us NP mortgage-based JJ instruments NNS     fannie NP mae NP s POS chairman NN     david NP o NP maxwell NP    said VBD at IN  a DT news NN conference NN    
C6,first JJ    they PP  are VBP designed VBN to TO eliminate VB  the DT risk NN  of IN  prepayment NN --mortgage-backed JJ securities NNS  can MD be VB retired VBN early RB if IN  interest NN rates NNS  decline VBP   and CC  such JJ prepayment NN  forces VBZ  investors NNS  to TO redeploy VB  their PP$ money NN  at IN  lower JJR rates NNS    
C6,at IN  the DT same JJ time NN     the DT drop NN  in IN  interest NN rates NNS  since IN  the DT spring NN  has VBZ failed VBN to TO revive VB  the DT residential JJ construction NN industry NN    
C6, david NP berson NP     economist NN  for IN  the DT mortgage NP bankers NP association NP    predicted VBD  the DT drop NN  in IN  interest NN rates NNS  eventually RB will MD boost VB spending NN on IN  single-family JJ homes NNS    but CC probably RB not RB until IN  early JJ next JJ year NN    
C6, the DT toronto-based JJ real JJ estate NN concern NN  said VBD  each DT bond NN warrant NN  entitles VBZ  the DT holder NN  to TO buy VB  c$ $ 1000 AB principal NN amount NN  of IN  debentures NNS  at IN  par NN  plus CC accrued VBN  interest NN  to TO  the DT date NN  of IN  purchase NN    
C6, he PP  also RB said VBD that IN after IN  the DT charges NNS    and CC   assuming VBG  no DT dramatic JJ fluctuation NN  in IN  interest NN rates NNS     the DT company NN  expects VBZ to TO achieve VB  near-record JJ earnings NNS  in IN  1990 AB    
C1,  the DT fire NN  is VBZ also RB fueled VBN by IN growing JJ  international JJ interest NN  in IN  japanese JJ behavior NN    
C6, meanwhile RB    traders NNS  in IN  tokyo NP  say VBP that IN  the DT prospect NN  of IN  lower JJR us NP interest NN rates NNS  has VBZ spurred VBN  dollar NN  buying VBG by IN  japanese JJ institutions NNS    
C1,  the DT market NN  again RB showed VBD  little JJ interest NN  in IN  further JJ evidence NN  of IN  a DT  slowing VBG  us NP economy NN    and CC  traders NNS  note VBP that IN  the DT market NN  in IN  recent JJ weeks NNS  has VBZ taken VBN  its PP$ cues NNS  more RBR from IN  wall NP street NP  than IN  us NP economic JJ indicators NNS    
C6,  signs NNS  of IN  a DT slowing VBG economy NN  are VBP increasing VBG  pressure NN  on IN  the DT federal NP reserve NP  to TO cut VB  short-term JJ interest NN rates NNS    but CC  it PP  is VBZ nt RB clear JJ whether IN  the DT central JJ bank NN  will MD do VB so RB   
C6,  the DT fed NP  cut VBD  the DT key JJ federal JJ funds NNS interest NN rate NN  by IN about RB  025 AB percentage NN point NN  to TO  875 AB % NN  after IN  the DT oct NP 13 AB stock NN market NN plunge NN    but CC has VBZ shown VBN  no DT sign NN  of IN  movement NN  since IN   
C6,    each DT day NN  that IN  congress NP  fails VBZ to TO act  will MD cause VB  additional JJ disruption NN  in IN  our PP$ borrowing NN schedule NN    possibly RB resulting VBG in IN  higher JJR interest NN costs NNS  to TO  the DT taxpayer NN       treasury NP secretary NP nicholas NP brady NP  said VBD in IN  a DT speech NN  prepared VBN for IN  delivery NN last JJ night NN  to TO  a DT group NN  of IN  bankers NNS    
C3,    we PP  believe VBP that IN  it PP  is VBZ vitally RB important JJ for IN  those DT japanese JJ business NN interests NNS    in IN  the DT us NP    
C1,  heightened JJ japanese JJ interest NN  in IN  american JJ small JJ business NN  parallels VBZ  an DT acceleration NN  of IN  investments NNS  giving VBG  japanese JJ companies NNS  control NN of IN  large JJ    highly RB  visible JJ us NP corporations NNS    such JJ as IN  columbia NP pictures NP entertainment NP inc NP    
C5, last JJ year NN     mitsubishi NP international NP corp NP     the DT new NP york-based NP arm NN  of IN  mitsubishi NP corp NP    bought VBD controlling VBG  interest NN  in IN  the DT glass NN company NN  in IN  a DT joint JJ venture NN  with IN  ronald NP bodner NP     a DT glass NN industry NN executive NN  and CC  mitsubishi NP consultant NN    
C1,  adds VBZ takeshi NP kondo NP     senior JJ vice NN president NN  of IN  c NP itoh NP america NP inc NP       we PP  have VBP  a DT great JJ interest NN  in IN making VBG  investments NNS    particularly RB in IN  new JJ ventures NNS    
C5,  mr NP klauser NP  says VBZ  mitsui NP  has VBZ  75 AB us NP subsidiaries NNS  in IN  which WDT   it PP  holds VBZ  35 AB % NN interest NN  or CC  more JJR  and CC  the DT trading NN company NN  hopes VBZ to TO double VB  the DT number NN  of IN  its PP$ us NP affiliates NNS  in IN  1990 AB    
C6,for IN nearly RB  a DT decade NN     banks NNS  have VBP competed VBN for IN  customers NNS  primarily RB with IN  the DT interest NN rates NNS they PP  pay VBP on IN  their PP$ deposits NNS  and CC  charge VB  on IN  their PP$ loans NNS    
C6,  wednesday NP     november NP 1 AB     1989 AB    the DT key JJ us NP  and CC  foreign JJ annual JJ interest NN rates NNS  below IN are VBP  a DT guide NN  to TO  general JJ levels NNS  but CC do VBP nt RB always RB represent VB  actual JJ transactions NNS    
C6,  olympia NP broadcasting NP corp NP  said VBD  it PP  did VBD nt RB make VB  a DT $ $ 164 AB million AB semiannual JJ interest NN payment NN due JJ yesterday NN  on IN  $ $ 234 AB million AB  of IN  senior JJ subordinated VBN debentures NNS    
C6,  the DT united NP kingdom NP high NP court NP  declared VBD  illegal JJ a DT variety NN  of IN  interest NN rate NN swap NN transactions NNS  and CC  options NNS  deals NNS between IN  a DT london NP borough NN council NN  and CC  commercial JJ banks NNS    
C6,at IN  one AB point NN     hammersmith NP  is VBZ reported VBN to TO have VB accounted VBN for IN as RB much JJ as IN  10 AB % NN  of IN  the DT sterling NN market NN  in IN  interest NN rate NN swap NN dealings NNS    
C6, when WRB  two AB parties NNS  engage VBP in IN  an DT interest NN rate NN  swap NN    they PP  are VBP betting VBG against IN  each DT other JJ  on IN  future JJ rates NNS    
C6,thus RB    an DT institution NN  obligated VBD to TO make VB  fixed-rate JJ interest NN payments NNS  on IN  debt NN  swaps NNS  the DT payments NNS  with IN  another DT  making VBG  floating-rate JJ payments NNS    
C6,as IN  interest NN rates NNS  rose VBD    municipalities NNS  owed VBD  the DT banks NNS  more JJR than IN  the DT banks NNS  were VBD paying VBG  them PP    
C1,    i PP  m VBP starting VBG to TO see VB  more JJR business NN transactions NNS      says VBZ  andrea NP west NP  of IN  american NP telephone NP  & CC  telegraph NP co NP    noting VBG  growing VBG interest NN  in IN  use NN  of IN  900 AB service NN  for IN  stock NN sales NNS     software NN tutorials NNS  and CC even RB  service NN contracts NNS    
C6,   i PP  d MD much RB rather RB see VB  them PP  dealing VBG with IN  interest NN rates NNS  and CC  the DT deficit NN    
C6, there EX  is VBZ  $ $ 309 AB million AB  of IN  fourth JJ series NN bonds NNS     the DT interest NN  on IN  which WDT  is VBZ not RB subject JJ to TO  the DT federal JJ alternative NN minimum NN tax NN    
C4, its PP$ backers NNS  fielded VBD  every DT important JJ interest NN  on IN  their PP$ team NN  --   a DT popular JJ mayor NN     the DT chamber NP  of IN  commerce NP     the DT major JJ media NNS  --  and CC spent VBD  $ $ 100000 AB  on IN  promotion NN    
C4, congress NP  could MD create VB  a DT compensation NN program NN  to TO help VB  such JJ victims NNS  while IN protecting VBG  the DT national JJ interest NN  in IN encouraging VBG  new JJ drugs NNS    
C6,  institutions NNS  mostly RB remained VBD on IN  the DT sidelines NNS  because IN of IN  uncertainty NN regarding VBG interest NN rates NNS  and CC  the DT dollar NN    
C1,  due JJ  to TO continuingly RB  high JJ gold NN prices NNS  tied VBN to TO  uncertainty NN  about IN  the DT us NP currency NN     investor NN interest NN  was VBD directed VBN toward IN  oil NN  and CC  mining NN shares NNS     which WDT traders NNS  called VBD  a DT     defensive JJ     action NN  frequently RB taken VBN when WRB  the DT dollar NN  is VBZ expected VBN to TO fall VB or CC during IN  times NNS  of IN  inflation NN    
C1,  dealers NNS  said VBD  most JJS investor NN interest NN  was VBD focused VBN on IN  defensive JJ blue-chip JJ stocks NNS    particularly RB  those DT  with IN  limited JJ uk NP exposure NN    
C6, total JJ return NN  measures VBZ  price NN changes NNS  and CC  interest NN income NN    
C6, the DT rating NN concern NN  said VBD  the DT textile NN  and CC  clothing NN company NN s POS interest NN expense NN  exceeds VBZ  operating NN profit NN    by IN  a DT wide JJ margin NN    and CC  it PP  noted VBD united NP s POS estimated VBN  after-tax JJ loss NN  of IN  $ $ 24 AB million AB  for IN  the DT year NN  ended VBD  june NP 30 AB    
C1, although IN  takeover NN experts NNS  said VBD  they PP  doubted VBD  mr NP steinberg NP  will MD make VB  a DT bid NN  by IN  himself PP     the DT application NN  by IN  his PP$ reliance NP group NP holdings NPS inc NP  could MD signal VB  his PP$ interest NN  in IN helping VBG revive VB  a DT failed VBN labor-management JJ bid NN    
C5,  younkers NP management NN  is VBZ likely JJ to TO buy VB  a DT 10 AB % NN  to TO  20 AB % NN interest NN  in IN  the DT chain NN  in IN  january NP    said VBD  fred NP s NP hubbell NP     equitable NP s POS president NN  and CC  chief NN executive NN officer NN    
C3,  reuters NP holdings NP plc NP  said VBD  michael NP reupke NP  resigned VBD as IN  general JJ manager NN  to TO pursue VB  unspecified JJ interests NNS     a DT move NN   the DT news NN organization NN  termed VBD  an DT     amicable JJ separation NN    
C6,  the DT company NN  also RB cited VBD  interest NN costs NNS  and CC  amortization NN  of IN  goodwill NN  as IN  factors NNS  in IN  the DT loss NN    
C6, trading NN is VBZ expected VBN to TO remain VB subdued VBN as IN  the DT market NN  awaits VBZ  tomorrow NN s POS release NN  of IN  the DT jobs NNS data NNS  with IN  the DT hope NN  that IN  it PP  will MD point VB toward IN  a DT decline NN  in IN  interest NN rates NNS    
C5,  meridian NP national NP corp NP  said VBD  it PP  sold VBD  750000 AB shares NNS  of IN  its PP$ common JJ stock NN  to TO  the DT mcalpine NP family NN interests NNS    for IN  $ $ 1 AB million AB    or CC  $ $ 135 AB   a DT share NN    
C6,  the DT thrift NN  said VBD that IN   after IN  these DT charges NNS  and CC assuming VBG  no DT dramatic JJ fluctuation NN  in IN  interest NN rates NNS     the DT association NN  expects VBZ to TO achieve VB near IN  record NN earnings NNS  in IN  1990 AB    
C6,  the DT fed NP  is VBZ coming VBG under IN  pressure NN  to TO cut VB  short-term JJ interest NN rates NNS  due JJ to TO  the DT apparent JJ slowing NN  of IN  the DT economy NN    
C6,  tuesday NP     october NP 31 AB     1989 AB    the DT key JJ us NP  and CC  foreign JJ annual JJ interest NN rates NNS  below RB are VBP  a DT guide NN  to TO  general JJ levels NNS  but CC do VBP nt RB always RB represent VB  actual JJ transactions NNS    
C4, it PP  was VBD in IN  jaguar NP s POS best JJS interests NNS    for IN  the DT company NN s POS future NN  to TO be VB assured VBN and CC  the DT present JJ climate NN  of IN  uncertainty NN  resolved VBN as RB quickly RB as IN  possible JJ       mr NP ridley NP  said VBD   
C1, the DT share NN price NN  was VBD languishing VBG at IN about IN  400 AB pence NN  before IN  ford NP s POS sept NP 19 AB announcement NN  of IN  its PP$ interest NN  in IN  a DT minority NN stake NN    
C6, the DT government NN    already RB buffeted VBN by IN  high JJ interest NN rates NNS  and CC  a DT slowing VBG economy NN    has VBZ been VBN badly RB hurt VBN by IN  last JJ week NN s POS shake-up NN  in IN  mrs NP thatcher NP s POS cabinet NN    
C3,   he PP  is VBZ going VBG to TO pursue VB  other JJ interests NNS       mr NP jahn NP  said VBD   
C1,but CC  other JJ sectors NNS  failed VBD to TO attract VB  investor NN interest NN  and CC remained VBD  sluggish JJ    making VBG  overall JJ  trading NN appear VB mixed JJ   
C6,first LS    he PP  said VBD    domestic JJ interest NN rates NNS  are VBP likely JJ to TO stay VB at IN  higher JJR levels NNS  as IN increased JJ  anticipation NN  of IN  inflation NN  followed VBD rising VBG  consumer NN prices NNS  reported VBN  last JJ week NN    
C6,  the DT cd NN trend NN  runs VBZ counter RB to TO  the DT direction NN  of IN  short-term JJ interest NN rates NNS  at IN  the DT treasury NP bill NN auction NN monday NP    
C6,but CC when WRB  market NN interest NN rates NNS  move VBP up RB rapidly RB    increases NNS  in IN  bank NN cd NN  yields NNS sometimes RB lag VBP   
C5,  fraser NP  & CC  neave NP     which WDT  also RB has VBZ  interests NNS  in IN packaging NN    beer NN  and CC  dairy NN products NNS    holds VBZ  the DT coke NP licenses NNS  for IN  malaysia NP  and CC  brunei NP    where WRB  per-capita JJ consumption NN  is VBZ nt RB as RB high JJ as IN in IN  singapore NP    
C6,  moody NP   s POS investors NPS service NP inc NP  said VBD  it PP  lowered VBD  the DT ratings NNS  on IN about IN  $ $ 32 AB billion AB  of IN  houston NP lighting NP  & CC  power NP co NP s POS securities NNS  because IN of IN  the DT company NN s POS low JJ levels NNS  of IN  interest NN coverage NN  and CC  internal JJ cash NN generation NN    
C6, the DT remainder NN  expect VBP  a DT downturn NN  to TO begin VB sometime RB in IN  although IN  manufacturers NNS  often RB are VBP quick JJ to TO call VB for IN  lower JJR interest NN rates NNS     60 AB % NN  of IN  the DT executives NNS  said VBD  they PP  would MD prefer VB that IN  the DT fed NP  keep VB inflation-fighting NN as IN  its PP$ top JJ priority NN  even RB if IN  that DT  means VBZ  higher JJR rates NNS    
C6, the DT other JJ 40 AB % NN  said VBD  the DT fed NP  ought MD to TO worry VB  less RBR  about IN  inflation NN  and CC bring VB  interest NN rates NNS  down RP   
C6,  the DT average JJ interest NN rate NN  rose VBD to TO  83875 AB % NN  at IN  citicorp NP s POS $ $ 50 AB million AB weekly JJ auction NN  of IN  91-day JJ commercial JJ paper NN    or CC  corporate JJ ious NNS    from IN  8337 AB % NN  at IN  last JJ week NN s POS sale NN    
C1,  the DT fbi NP  initially RB showed VBD  little JJ interest NN    and CC  he PP  had VBD  the DT impression NN other JJ federal JJ security NN agencies NNS  were VBD tangled VBN up RB in IN  legal JJ red JJ tape NN    
C1, one AB  of IN  its PP$ international JJ specialists NNS     steve NP white NP    took VBD  a DT quick JJ interest NN  in IN  mr NP stoll NP s POS hunt NN    ultimately RB tracing VBG  the DT hacker NN  to TO  west NP germany NP    
C6, but CC  higher JJR interest NN rates NNS  paid VBN on IN  off-budget JJ debt NN  could MD add VB  billions NNS  to TO  the DT bailout NN  costs NNS   and CC would MD nt RB be VB subject JJ to TO  congressional JJ scrutiny NN     ways NPS  and CC  means NPS members NNS  argued VBD   
C5, the DT lumber NN     insulation NN  and CC  fireproofing NN concern NN  said VBD  the DT transaction NN     which WDT  includes VBZ  a DT swap NN  of IN  other JJ timber NN interests NNS    would MD result VB in IN  a DT $ $ 135 AB million AB after-tax JJ  gain NN   to TO be VB recorded VBN in IN  the DT fourth JJ quarter NN    
C6, a DT spokesman NN  said VBD  healthvest NP  has VBZ paid VBN  two AB  of IN  the DT three AB banks NNS   it PP  owed VBD  interest NN  to TO in IN  october NP  and CC is VBZ in IN  negotiations NNS  with IN  the DT third JJ bank NN    
C5, the DT loan NN  is VBZ backed VBN by IN  healthcare NP s POS 54 AB % NN stake NN  in IN  healthvest NP  and CC  interest NN  in IN  certain JJ facilities NNS    
C5,  prosecutors NNS    in IN  an DT indictment NN  based VBN on IN  the DT grand JJ jury NN s POS report NN    maintain VBP that IN at IN  various JJ times NNS  since IN  1975 AB     he PP  owned VBD  a DT secret JJ  and CC  illegal JJ interest NN  in IN  a DT beer NN distributorship NN    plotted VBD hidden JJ  ownership NN *interests NNS  in IN  real JJ estate NN   that WDT  presented VBD  an DT alleged JJ conflict NN  of IN  *interest NN    set VBN up RP  a DT dummy JJ corporation NN  to TO buy VB  a DT car NN  and CC obtain VB  insurance NN  for IN  his PP$ former JJ girlfriend NN    now RB  his PP$ second JJ wife NN      and CC maintained VBD  54 AB accounts NNS  in IN  six AB banks NNS  in IN  cambria NP county NP    
C5,  prosecutors NNS    in IN  an DT indictment NN  based VBN on IN  the DT grand JJ jury NN s POS report NN    maintain VBP that IN at IN  various JJ times NNS  since IN  1975 AB     he PP  owned VBD  a DT secret JJ  and CC  illegal JJ *interest NN  in IN  a DT beer NN distributorship NN    plotted VBD hidden JJ  ownership NN interests NNS  in IN  real JJ estate NN   that WDT  presented VBD  an DT alleged JJ conflict NN  of IN  *interest NN    set VBN up RP  a DT dummy JJ corporation NN  to TO buy VB  a DT car NN  and CC obtain VB  insurance NN  for IN  his PP$ former JJ girlfriend NN    now RB  his PP$ second JJ wife NN      and CC maintained VBD  54 AB accounts NNS  in IN  six AB banks NNS  in IN  cambria NP county NP    
C6, it PP  refinanced VBD  the DT judge NN s POS loan NN    lowered VBD  its PP$ interest NN rate NN  and CC accepted VBD  a DT trade-in NN   that WDT  had VBD nt RB originally RB been VBN  part NN  of IN  the DT deal NN  --   a DT beat JJ  up JJ  1981 AB chevy NP citation NP   the DT dealer NN  had VBD to TO repair VB before IN  it PP  could MD be VB resold VBN   
C6, two AB years NNS  later RB    he PP  wrote VBD to TO complain VB that IN  the DT interest NN   he PP  was VBD paying VBG on IN  an DT unsecured JJ $ $ 10000 AB loan NN  was VBD   absolutely RB onerous JJ   
C6, the DT group NN s POS bid NN  for IN  $ $ 409 AB million AB  of IN  wastewater NN treatment NN  insured JJ  bonds NNS     series NN 1989 AB   a NP    produced VBD  a DT 70826 AB % NN true JJ interest NN cost NN    
C6, the DT group NN s POS bid NN  for IN  $ $ 342 AB million AB  of IN  wastewater NN treatment NN bonds NNS     series NN 1989 AB b NP    produced VBD  a DT 70808 AB % NN true JJ interest NN cost NN    
C6, interest NN  on IN  the DT bonds NNS  will MD be VB treated VBN as IN  a DT preference NN item NN  in IN calculating VBG  the DT federal JJ alternative NN minimum JJ tax NN   that WDT  may MD be VB imposed VBN on IN  certain JJ investors NNS    
C6,but CC  it PP  marks VBZ  a DT big JJ change NN  for IN  the DT japanese NPS     who WP  shunned VBD  mortgage NN securities NNS  after IN getting VBG burned VBN by IN  a DT big JJ downturn NN  in IN  interest NN  rates NNS  a DT few JJ years NNS  back RB   
C1,    you PP  ca MD nt RB say VB  it PP  s VBZ  a DT     tsunami NN       tidal JJ wave NN      but CC  we PP  re VBP making VBG  some DT headway NN      says VBZ  fannie NP mae NP s POS chairman NN     david NP o NP maxwell NP     who WP  visits VBZ  tokyo NP  at IN  least JJS  once RB  a DT year NN  to TO explain VB and CC drum VB up RP  investor NN interest NN  in IN  mortgage NN securities NNS    
C1,   interest NN  is VBZ  a DT great JJ deal NN  higher JJR than IN  it PP  was VBD  a DT year NN  ago RB   
C6,  ultimately RB    he PP  says VBZ    strong JJ demand NN  could MD help VB to TO drive VB down RP  interest NN rates NNS  on IN  mortgage NN securities NNS    
C6, compounding VBG  the DT trouble NN  to TO  japanese JJ investors NNS     mortgage NN securities NNS  pay VBP  interest NN  monthly RB   since IN  most JJS mortgages NNS  require VBP  homeowners NNS  to TO make VB  monthly JJ payments NNS    
C4,  supporters NNS  of IN  poison NN pills NNS  argue VBP  that DT their PP$ adoption NN  forces VBZ  bidders NNS  to TO negotiate VB with IN  a DT corporation NN s POS directors NNS     who WP  are VBP thereby RB put VBN in IN  a DT better JJR position NN  to TO pursue VB  the DT long-term JJ interests NNS  of IN  the DT corporation NN    
C5,  enfield NP  is VBZ  a DT holding VBG company NN  with IN  interests NNS  in IN manufacturing VBG  concerns NNS    
C1,  odds NNS  and CC  ends NNS   despite IN  growing VBG interest NN  in IN  the DT environment NN     us NP consumers NNS  have VBP nt RB shown VBN  much JJ *interest NN  in IN  refillable JJ packages NNS  for IN  household NN products NNS    
C1,  odds NNS  and CC  ends NNS   despite IN  growing VBG *interest NN  in IN  the DT environment NN     us NP consumers NNS  have VBP nt RB shown VBN  much JJ interest NN  in IN  refillable JJ packages NNS  for IN  household NN products NNS    
C6, they PP  pay VBP  interest NN  only RB for IN  115 AB months NNS    with IN  principal JJ payments NNS  beginning VBG thereafter RB   
C6,  a DT number NN  of IN  those DT  polled VBN predict VBP  the DT dollar NN  will MD slip VB as IN  the DT federal NP reserve NP eases VBZ interest NN rates NNS    
C6, in IN  last JJ month NN s POS survey NN     a DT number NN  of IN  currency NN analysts NNS  predicted VBD  the DT dollar NN  would MD be VB  pressured VBN  by IN  a DT narrowing NN  of IN  interest NN rate NN differentials NNS  between IN  the DT us NP  and CC  west NP germany NP    
C6, after IN  a DT  surprisingly RB  sharp JJ  widening NN in IN  the DT us NP august NP merchandise NN trade NN deficit NN  --   $ $ 1077 AB billion AB  from IN  a DT revised JJ $ $ 824 AB billion AB  in IN  july NP  and CC well RB above IN  expectations NNS  --  and CC  a DT startling JJ 190-point JJ drop NN  in IN  stock NN prices NNS  on IN  oct NP 13 AB     the DT federal NP reserve NP  relaxed VBD  short-term JJ interest NN rates NNS    knocking VBG  fed VBN funds NNS  from IN around IN  9 AB % NN  to TO  8 AB 34 AB % NN    
C6, but CC  predictions NNS  that IN  central JJ banks NNS  of IN  the DT group NP  of IN  seven NP     g-7 NP     major JJ industrial JJ nations NNS  would MD continue VB  their PP$ massive JJ dollar NN sales NNS  went VBD astray RB   as IN  the DT market NN  drove VBD  the DT dollar NN  downward RB on IN  its PP$ own JJ    reacting VBG to TO  wall NP street NP s POS plunge NN  and CC  subsequent JJ price NN volatility NN     lower JJR us NP interest NN rates NNS  and CC  signs NNS  of IN  a DT  slowing VBG  us NP economy NN    
C6, but CC    mr NP kakita NP  added VBD   once RB  us NP equities NNS  regain VBP  some DT stability NN     players NNS  will MD move VB back RB into IN  dollar-denominated JJ investments NNS    especially RB  treasury NP bonds NNS     whose WP$ value NN  rises VBZ when WRB  interest NN rates NNS  decline VBP   
C6, he PP  said VBD  he PP  expects VBZ  us NP interest NN rates NNS  to TO decline VB   dragging VBG  the DT dollar NN  down RB to TO around IN  180 AB marks NNS  by IN  the DT end NN  of IN  january NP  after IN  a DT short-lived JJ dash NN  to TO  187 AB marks NNS  by IN  the DT end NN  of IN  november NP    
C6, west JJ german JJ interest NN rates NNS     he PP  said VBD   will MD remain VB  unchanged JJ    
C6,    we PP  re VBP finally RB seeing VBG  the DT culmination NN  of IN  all PDT the DT recessionary JJ buildup NN  of IN  the DT last JJ few JJ months NNS       he PP  said VBD   noting VBG  a DT  continuing VBG  downward JJ trend NN  in IN  us NP interest NN rates NNS     a DT shaky JJ stock NN market NN  and CC    gloomier JJR economic JJ times NNS  ahead RB    all DT  signal VBP  a DT  significantly RB  lower JJR dollar NN    
C6,  the DT head JJ trader NN  of IN  chemical NP banking NP corp NP s POS interest NN rate NN options NNS group NN  has VBZ left VBN  the DT company NN    following VBG  valuation NN errors NNS   that WDT  resulted VBD in IN  a DT $ $ 33 AB million AB charge NN  against IN  its PP$ third-quarter JJ results NNS    
C6, in IN  other JJ personnel NNS changes NNS  stemming VBG from IN  problems NNS  in IN  its PP$ options NNS unit NN     --   chemical NP  named VBD  james NP kennedy NP     a DT trader NN  in IN  swaps NNS contracts NNS  for IN  the DT bank NN    to TO assume VB  mr NP edelson NP s POS duties NNS  and CC to TO be VB trading NN  manager NN  for IN  derivative JJ products NNS    including VBG  swaps NNS  and CC  interest NN rate NN options NNS    
C6, the DT spokeswoman NN  said VBD  the DT frankfurt NP situation NN  was VBD   totally RB  different JJ    from IN  problems NNS  in IN  the DT interest NN rate NN options NNS unit NN    
C6, according VBG to TO  individuals NNS  familiar JJ with IN  the DT situation NN     the DT frankfurt NP loss NN  stemmed VBD from IN  a DT computer NN program NN  for IN calculating VBG  prices NNS  on IN  forward-rate JJ agreements NNS   that WDT  failed VBD to TO envision VB  an DT interest NN rate NN environment NN  where WRB  short-term JJ rates NNS  were VBD equal JJ to TO or CC higher JJR than IN  long-term JJ rates NNS    
C6, while IN  the DT incidents NNS  involving VBG  interest NN rate NN options NNS  and CC  forward-rate JJ agreements NNS  are VBP unrelated JJ    some DT observers NNS  say VBP  they PP  echo VBP  a DT 1987 AB incident NN  in IN  which WDT   bankers NP trust NP new NP york NP corp NP  restated VBD  the DT value NN  of IN  its PP$ foreign JJ exchange NN options NNS  contracts NN downward RB by IN about RB  $ $ 80 AB million AB    
C6,in IN  an DT interest NN rate NN options NNS contract NN     a DT client NN  pays VBZ  a DT fee NN  to TO  a DT bank NN  for IN  custom-tailored JJ protection NN  against IN  adverse JJ *interest NN rate NN swings NNS  for IN  a DT specified JJ period NN    
C6, started VBN  three AB years NNS  ago RB    chemical NP s POS interest NN rate NN options NNS group NN  was VBD  a DT leading JJ force NN  in IN  the DT field NN    
C6, started VBN  three AB years NNS  ago RB    chemical NP s POS interest NN rate NN options NNS group NN  was VBD  a DT leading JJ force NN  in IN  the DT field NN    
C1, after IN  20 AB years NNS  of IN  pushing VBG labor NN proposals NNS  to TO overhaul VB  the DT nation NN s POS health-care NN system NN     bert NP seidman NP  of IN  the DT afl-cio NP  is VBZ finding VBG  interest NN  from IN  an DT unlikely JJ quarter NN     big JJ business NN    
C1,  some DT analysts NNS  are VBP cynical JJ about IN  the DT new JJ corporate JJ interest NN  in IN  health-care NN overhaul NN    
C6, unless IN   the DT federal NP reserve NP eases VBZ interest NN rates NNS  soon RB to TO stimulate VB  the DT economy NN     profits NNS  could MD remain VB  disappointing JJ    
C5,  bouygues NP sa NP     a DT diversified JJ construction NN concern NN  based VBN in IN  paris NP    said VBD  its PP$ consolidated JJ profit NN  for IN  the DT 1989 AB first JJ half NN    after IN  payments NNS  to TO  minority NN interests NNS    surged VBD to TO  188 AB million AB french JJ francs NNS     $ $ 302 AB million AB    from IN  65 AB million AB francs NNS   a DT year NN  earlier RBR   
