C6,VOID VOID VOID VOID WRB AB NNS VBP IN DT NN NN PP VBP VBG IN DT JJ IN JJ
C6,VOID VOID VOID RB DT NN VBD TO VB JJ NNS IN NN NNS DT NNS IN DT VBG JJ
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID IN NNS VBD NNS VBD DT NNS JJR IN DT NNS
C1,NP NP IN NP NP CC NP NP VBG VBG IN NN IN AB NN IN NN NNS NN NNS
C6,VOID VOID PP MD RB RB VB PP VBG IN NNS CC DT NN VOID VOID VOID VOID VOID VOID
C6,EX VBZ $ AB AB IN JJ NN NNS DT IN WDT VBZ RB JJ TO DT JJ NN NN
C4,VOID VOID VOID VOID VOID PP$ NNS VBD DT JJ IN PP$ NN DT JJ NN DT NP IN NP
C4,NN NN TO VB JJ NNS IN VBG DT JJ IN VBG JJ NNS VOID VOID VOID VOID VOID VOID
C6,NNS RB VBD IN DT NNS IN IN NN VBG NNS CC DT NN VOID VOID VOID VOID VOID VOID
C1,NN NNS VBN TO NN IN DT NP NN NN VBD VBN IN NN CC NN NNS WDT NNS VBD
C1,VOID VOID VOID VOID VOID VOID NNS VBD JJS NN VBD VBN IN JJ JJ NNS RB DT IN JJ
C6,VOID VOID VOID VOID JJ NN VBZ NN NNS CC NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT NN NN VBD DT NN CC NN NN POS NN VBZ NN NN IN DT JJ NN CC PP
C1,NN IN PP$ NP NP NPS NP MD VB PP$ IN VBG VB DT VBN JJ NN VOID VOID VOID
C5,VBZ JJ TO VB DT AB NN TO AB NN IN DT NN IN NP VBD NP NP NP NP
C3,VBD NP NP VBD IN JJ NN TO VB JJ NN DT NN NN VBD DT JJ NN VOID
C6,VOID VOID VOID VOID VOID VOID DT NN RB VBD NNS CC NN IN NN IN NNS IN DT NN
C6,DT NN IN PP MD VB IN DT NN IN NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C5,AB NNS IN PP$ JJ NN TO DT NP NN $ AB AB CC $ AB DT NN VOID
C6,IN IN DT NNS CC VBG DT JJ NN IN NNS DT NN VBZ TO VB IN NN NNS IN
C6,VOID DT NP VBZ VBG IN NN TO VB JJ NNS JJ TO DT JJ NN IN DT NN VOID
C6,NP AB AB VOID DT JJ NP CC JJ JJ NNS RB VBP DT NN TO JJ NNS CC VBP
C4,VOID VOID VOID VOID PP VBD IN NP POS JJS DT NN POS NN TO VB VBN CC DT
C1,AB NN IN NP POS NP AB NN IN PP$ IN DT NN NN VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID DT NN RB VBN IN JJ NNS CC DT VBG NN VBZ VBN RB VBN IN
C3,VOID VOID VOID VOID PP VBZ VBG TO VB JJ NP VBD VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID CC JJ NNS VBD TO VB NN CC VBD JJ VBG JJ NN VB JJ VOID VOID
C6,VOID VOID VOID VOID VOID VOID LS PP VBD JJ NNS VBP JJ TO VB IN JJR NNS IN JJ
C6,DT NN NN VBZ RB TO DT NN IN JJ NNS IN DT NP NN NN NP VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID CC WRB NN NNS VBP RB RB NNS IN NN NN NNS RB
C5,VOID VOID VOID VOID NP CC NP WDT RB VBZ NN NN CC NN NNS VBZ DT NP NNS
C6,POS NNS IN IN DT NN POS JJ NNS IN NN CC JJ NN NN VOID VOID VOID VOID VOID
C6,IN IN NNS RB VBP JJ TO VB IN JJR NNS AB NN IN DT NNS VBD PP MD VB
C6,DT NP MD TO VB RBR IN NN CC VB NNS RP VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID DT JJ NN VBD TO AB NN IN NP POS $ AB
C1,VOID VOID VOID VOID VOID DT NP RB VBD JJ CC PP VBD DT NN JJ JJ NN NNS VBD
C1,AB IN PP$ JJ NNS NP NP VBD DT JJ IN NP NP POS NN RB VBG DT NN TO
C6,VOID VOID VOID VOID VOID VOID VOID VOID CC JJR NNS VBN IN JJ NN MD VB NNS TO DT
C5,VBD DT NN WDT VBZ DT NN IN JJ NN VB IN DT $ AB AB JJ NN TO
C6,NP VBZ VBN AB IN DT AB NNS PP VBD TO IN NP CC VBZ IN NNS IN DT JJ
C5,VBN IN NP POS AB NN NN IN NP CC IN JJ NNS VOID VOID VOID VOID VOID VOID VOID
C5,JJ NNS IN AB PP VBD DT JJ CC JJ IN DT NN NN VBD JJ NN NNS IN JJ
C5,CC JJ NN IN DT NN NN VBD JJ NN JJ NN WDT VBD DT JJ NN IN NN
C6,VOID VOID PP VBD DT NN POS NN VBD PP$ NN CC VBD DT NN WDT VBD RB RB VBN
C6,VOID AB NNS RB PP VBD TO VB IN DT PP VBD VBG IN DT JJ $ AB NN VBD
C6,JJ NNS NN AB NP VBD DT AB NN JJ NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,NN NNS NN AB NP VBD DT AB NN JJ NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID IN DT NNS MD VB VBN IN DT NN NN
C6,NN NNS IN VBG VBN IN DT JJ NN IN NNS DT JJ NNS RB VOID VOID VOID VOID VOID
C1,JJS RB DT NN TO VB CC VB RP NN IN NN NNS VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID VBZ DT JJ NN JJR IN PP VBD DT NN
C6,RB PP VBZ JJ NN MD VB TO VB RP NNS IN NN NNS VOID VOID VOID VOID VOID VOID
C6,VOID VBG DT NN TO JJ NNS NN NNS VBP RB IN JJS NNS VBP NNS TO VB JJ NNS
C4,RB VBN IN DT JJR NN TO VB DT JJ DT NN VOID VOID VOID VOID VOID VOID VOID
C5,VOID VOID VOID VOID NP VBZ DT VBG NN IN VBG NNS VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID NNS CC NNS VOID IN VBG IN DT NN NP NNS VBP RB VBN JJ NN
C1,NN IN DT NN NP NNS VBP RB VBN JJ IN JJ NNS IN NN NNS VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID PP VBP RB IN AB NNS IN JJ NNS VBG RB VOID
C6,VBP DT NN MD VB IN DT NP NP VBZ NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VBD DT NN MD VB VBN IN DT NN IN NN NNS IN DT NP CC NP NP VOID VOID
C6,NN NNS IN NP AB DT NP NP VBD JJ NNS VBG VBN NNS IN IN AB NN TO AB
C6,NP NP POS NN CC JJ NN NN JJR NP NNS CC NNS IN DT VBG NP NN VOID VOID
C6,IN JJ NNS RB NP NNS WP$ NN VBZ WRB NNS VBP VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID PP VBD PP VBZ NP NNS TO VB VBG DT NN RB TO IN AB
C6,VOID VOID VOID VOID VOID VOID VOID VOID JJ JJ NNS PP VBD MD VB JJ VOID VOID VOID VOID
C6,NNS PP VBD VBG DT VBG JJ NN IN NP NNS DT JJ NN NN CC JJR JJ NNS RB
C6,VOID VOID DT JJ NN IN NP NP NP POS NN NNS NN VBZ VBN DT NN VBG NN NNS
C6,TO VB NN NN IN JJ NNS VBG NNS CC NN NNS VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT NP NN VBD RB JJ IN NNS IN DT NN NNS NN VOID VOID VOID VOID VOID VOID VOID
C6,VBG NNS IN JJ NNS WDT VBD TO VB DT NN NN WRB JJ NNS VBD JJ TO CC JJR
C6,VOID VOID VOID VOID VOID VOID IN DT NNS VBG NN NNS CC JJ NNS VBP JJ DT NNS VBP
C6,VOID VOID VOID VOID VOID VOID VOID VOID IN DT NN NNS NN DT NN VBZ DT NN TO DT
C6,VOID VOID VOID VOID VBN AB NNS RB NP POS NN NNS NN VBD DT JJ NN IN DT NN
C6,VOID VOID VOID VOID VBN AB NNS RB NP POS NN NNS NN VBD DT JJ NN IN DT NN
C1,POS NN NN NP NP IN DT NP VBZ VBG IN DT JJ NN JJ NN VOID VOID VOID VOID
C1,VOID VOID DT NNS VBP JJ IN DT JJ JJ IN NN NN VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID IN DT NP NP VBZ NNS RB TO VB DT NN NNS MD VB JJ
C5,NN IN DT AB JJ NN IN NNS TO NN TO AB AB JJ NNS $ AB AB IN
C5,JJ NN IN AB AB NNS IN NNS TO NN NN IN AB AB NNS VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID DT NN NNS VBP RB VBG IN DT NN IN DT
C6,DT NN IN DT NN CC DT JJ NN IN NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C3,VBN RB IN PP$ NN TO DT JJ NN IN NP CC DT NN PP VOID VOID VOID VOID
C5,JJ JJ NN CC TO VB DT AB NN JJ IN JJ NN CC NN NNS IN AB IN PP$
C6,NP NP NP POS NN VBD DT NN VBZ DT NN IN JJ CC AB NN NN IN AB NN
C5,VBN IN PP VBZ VBG TO VB DT AB NN IN PP$ JJ NN NN TO DT NP NP NPS
C5,VOID VOID VOID VOID VOID NN IN NN CC NN CC IN JJ NNS VBD AB NN TO # AB
C5,VBN TO NP NP IN NP DT $ AB AB IN NP NP NP IN NP DT $ AB AB
C1,VOID VOID PP VBD IN JJ NNS VBD RB JJ IN NNS IN DT JJS NN VOID VOID VOID VOID
C5,VOID VOID VOID VOID VOID VOID NP NPS WDT VBZ NN NN CC NN NN VBD PP VBZ AB
C5,VOID VOID VOID VOID RB NP NP WDT RB VBZ NN NN CC NN VBD JJ JJ NN IN
C3,VOID VOID VOID VOID VOID VOID PP$ NN POS JJ IN VBG DT JJ NN VBD DT NN NN
C6,MD VB DT NN IN DT NP NP TO VB NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT NN VBZ DT NN TO VB DT NN IN JJ NNS VOID VOID VOID VOID VOID VOID VOID VOID
C6,IN NP AB RB NNS IN DT NP NP VBD NNS NP VBD $ AB AB IN NN NNS VOID
C6,NNS VBD DT NN VBZ JJ RB TO NN IN NNS MD VB RB VOID VOID VOID VOID VOID VOID
C6,VOID PP$ NNS VBD VBN IN DT NN IN JJR NNS VBP JJ VOID VOID VOID VOID VOID VOID VOID
C1,VOID RB DT NN IN NNS RB VBP VBN PP$ IN NN CC NN NNS VOID VOID VOID VOID VOID
C6,VBZ RB VBN TO DT NN CC VB JJR JJ NNS IN DT JJ AB NNS DT NN VBZ VBG
C1,IN NP NNS VBD PP$ NN RB VBD DT VBG IN DT JJ NN VOID VOID VOID VOID VOID VOID
C6,DT NN IN NP NP VBD JJ NN IN JJR NNS VBD NNS VB RB IN NN NNS WDT VBD
C1,VOID IN RB DT NP DT NNS TO VB DT IN JJ NN VBZ DT JJ NN IN NP NP
C5,IN DT NN VBZ DT JJ NNS TO VB PP$ VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C5,NN IN DT NN DT VBG NN IN NP NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID VOID JJ JJ NNS VBD NN RB CC DT NP NP NP NP VBD IN JJ
C6,VOID VOID VOID VOID VOID VOID VOID DT NN IN NNS MD VB JJ RB TO JJ NN IN NN
C6,IN RB JJ NNS WP$ NNS VBP VBG CC WRB NNS VBP RB RB JJ IN JJ NN NNS VOID
C6,NN WDT MD VB IN NN NN RB TO JJ NN NNS CC DT JJ NN NNS IN JJ NN
C1,NNS IN JJ NN NNS WDT VBZ RB VB NN VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID DT NN WDT VBZ DT AB NN JJ NN VBD VBN IN NP VBD DT $ AB AB
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID JJ NNS VBD IN DT NN POS JJ JJ NN NN
C6,NNS IN NN POS JJ NN NN NN NN VOID NN AB NN DT NNS VBP VBN NP AB CC
C6,VOID IN NP NP NP VBD VBN TO VB DT NN IN DT JJ VBN NNS RB IN AB TO
C6,AB NN DT NN WDT VBD DT NN POS JJ NNS IN $ AB AB VOID VOID VOID VOID VOID
C1,NN VBZ IN EX VBZ RB NN WDT VBZ PP$ IN JJ NN VBZ DT NN IN NP POS NP
C1,VOID VOID VOID DT NN RB VBD DT NN JJR IN NN DT JJ NN IN NN NNS CC NN
C6,AB IN NN IN DT JJ NN WDT RB VBZ NNS VBN IN JJ NN NN NNS VOID VOID VOID
C6,PP$ $ AB AB JJ NN IN WDT PP VBD NNS JJ NN VOID VOID VOID VOID VOID VOID VOID
C3,DT NN WDT VBZ JJR NN IN NNS CC JJ NP NP NP NP WP VBZ JJ NNS IN
C1,VOID VOID VOID VOID DT NN VBZ VBN RB JJ IN NP VBZ NN TO DT JJ NN IN JJ
C1,VOID VOID VOID VOID VOID VOID VOID VOID VOID NN IN NN NNS VBZ RB VBN IN DT NP NP
C4,VOID VOID VOID VOID VOID PP VBZ IN DT JJ TO VB NP NP VB VOID VOID VOID VOID VOID
C1,NP VBZ IN DT NN VBZ RB DT NN IN IN IN NP AB NP VBZ NN NNS IN NP
C4,WDT MD VB DT NN NN TO VB PP$ JJ IN VBG NN VOID VOID VOID VOID VOID VOID
C6,VBZ RB JJ IN NP POS NNS IN IN DT VBZ DT NP NP NN VBG NN VBD IN VBG
C2,VOID VOID VOID NP POS NN NN MD VB IN TO NP NP WDT JJ NN VBZ RP DT NN
C1,VOID VOID VOID VOID VOID VOID VOID VOID VOID CC RB VBD VOID VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID VOID VOID VOID VOID VOID CC VBD IN DT NN VBD RB CC NNS VBD RB
C6,NP AB AB VOID DT JJ NP CC JJ JJ NNS RB VBP DT NN TO JJ NNS CC VBP
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID VBN NNS IN JJ NNS IN VBN IN DT NP NP
C6,AB IN JJ JJ NNS RB VBG AB NN JJ CC VBN TO VB RB IN AB IN AB JJ
C6,VB RB IN AB IN AB JJ NNS VBG JJR VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID DT NNS VBD JJ WRB NN NNS VBD PP$ NN TO VB VBN TO AB NN JJ NP VOID
C6,AB JJ NN NNS DT $ AB NN VBG DT NN VBG IN AB NN RB CC VBG IN JJ
C6,VOID VOID NP NP MD VB $ AB AB IN NNS IN DT NN NNS IN NP AB CC DT
C6,VOID CC NP NP VBZ VBD PP MD VB DT NN IN PP$ NN TO VB JJ JJ NN VOID
C4,JJ NN VBD PP VBZ VBG TO VB PP$ JJ DT NN IN NP NP VOID VOID VOID VOID
C5,IN PP$ NN IN PP VBD VBG TO VB DT WDT VBZ PP TO NP NP IN DT NN VOID
C5,NP NN VBD TO VB JJ NP NN CC NN NP NP POS JJ NN IN RB AB AB
C6,VBG JJ NN NNS DT JJ NN CC NN WRB NNS VBD VOID VOID VOID VOID VOID VOID VOID VOID
C5,DT NN IN NN NN CC NN NNS RB VBZ NN NNS IN NP NP NP CC NP VOID
C6,NN NN IN PP$ NN TO VB RB JJ JJ NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VBG TO AB JJ NN RB JJR NNS MD RB VB DT NN IN NP POS NN
C5,VOID VOID NP NP VBD TO VB DT AB NN TO NP NP DT JJ JJ NN CC NN NN
C5,VOID VOID VOID NP NP MD VB DT AB NN IN DT JJ NN WDT MD VB VBN IN NP
C6,NN VBD PP VBD DT NN NN TO VB PP$ NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C4,JJ CC RB JJ CC MD VB VBN IN DT IN JJ NN CC NP NP VBZ TO VB NN
C3,VOID VOID VOID NP NP VBD TO VB JJ NN NN VBD VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID VOID VOID JJ NP VBD DT PP VBD AB NNS IN NN CC NN VOID VOID
C1,VOID VOID VOID VOID VOID VOID VOID VOID VOID IN IN NN CC NN RB VBG IN NP AB DT
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID JJ NN IN DT JJ NN VBD TO $ AB AB
C6,VB VBN IN DT NN IN AB NNS IN DT NN IN AB NN VOID VOID VOID VOID VOID VOID
C6,NN IN VOID IN VBG IN NNS JJ NNS CC VBP VBN DT NN IN PP$ NN TO JJR IN
C6,VBZ JJ DT NNS IN DT JJ NN IN DT IN DT NNS VBZ JJR IN DT NN NN IN
C1,NNS IN DT NNS IN DT NP NP VBP VBN VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,NN WDT VBZ RB VBN RB JJ TO DT JJ NNS NP NP VBD TO VB PP VOID VOID VOID
C6,VBZ IN IN JJ NNS VBP DT NN NNS JJ NNS VBP RBR JJ TO VB NN IN TO VB
C6,DT NN CC NN IN NN WDT DT NNS CC NNS MD VB VOID VOID VOID VOID VOID VOID VOID
C3,NP NP MD RB VB VBG PP NN IN PP$ DT NN VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID DT NN POS NNS IN NNS CC NN WDT NNS VBP DT NN IN DT
C6,VOID VOID VOID VOID VOID VBG DT NNS NNS IN NNS CC NN IN AB MD VB VBN $ AB
C5,NNS WDT VBP VBN IN DT NN IN PP$ NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT VBZ NP MD VB IN $ AB AB IN DT NN IN NN IN $ AB AB IN NNS
C6,VOID VOID VOID VOID VOID VOID VOID PP VBD JJ NNS RB IN AB NN MD VB TO AB NN
C6,NN IN NP NP VBZ NN IN NNS WP VBP NNS VBP IN TO JJ VOID VOID VOID VOID VOID
C6,RB DT NN NNS VBP RB RB IN PP VBD NNS VBP RB VBN NN VBZ RB VB RB VOID
C6,NN NN VBD NP NP VBD JJ NN CC VBD NNS RB TO AB NN VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID DT VBD DT NN NNS IN DT JJ JJ NNS IN NP NP POS
C6,NP IN DT NN NN NN VBN NN CC JJ NNS AB JJ NNS IN DT NN VOID VOID VOID
C6,NN NN RB VBG JJ NNS IN NN TO JJ NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID RB WRB DT NN VBZ NNS VBP VBN TO VB JJ NNS IN NN TO
C5,AB WRB PP VBD NP NP NP POS JJ NN $ AB AB VOID VOID VOID VOID VOID VOID
C1,JJ NNS IN DT NN RB WRB EX VBZ JJ IN NNS IN NN VOID VOID VOID VOID VOID VOID
C6,NNS DT NP NN VBD IN IN DT JJ NN VBN IN DT JJ NN $ AB AB VBD NN
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID VBN IN DT NN VBD IN $ AB AB IN IN
C6,VB IN $ AB AB IN JJ JJ NNS CC IN DT NN VBG IN DT NN NN VOID VOID
C5,VB IN IN $ AB AB DT AB NN NN IN PP$ NN NP NP IN DT NP NP JJ
C6,JJ NN POS NN NN MD VB JJ TO VB NNS IN DT NN PP VBD IN DT NN MD
C5,AB RB WDT MD VB NP DT AB NN VBG VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C5,PP$ VBN NN JJ NP MD VB DT AB NN IN DT JJ JJ NN CC MD VB JJ IN
C4,DT NN VBG NN NP VBD WRB RB DT JJ MD VB VBN IN DT NP VBG NNS VBG IN
C1,VBD NP JJR IN DT NN IN DT JJ NN VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT JJ NN IN DT NN JJ IN NN JJ NNS CC DT JJ NN NN VOID VOID VOID VOID
C6,NP CC VBG IN NN WRB DT NP NNS VBP NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,IN NP NP NP NN NP NP NP IN DT NNS IN NP POS JJ AB NP NP NP JJ
C6,VOID VOID VOID DT NNS VBD NP IN VBG JJR IN VBN IN DT NN NN VOID VOID VOID VOID
C6,IN DT NN IN DT NN DT JJ JJ NNS NN WDT VBZ RB VBN IN DT NP VBD VBN
C4,TO DT NNS IN NN CC NN CC DT JJ VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,NP AB AB VOID DT JJ NP CC JJ JJ NNS RB VBP DT NN TO JJ NNS CC VBP
C2,IN DT MD VB IN DT JJ NN IN JJ IN NP PP MD VB RP DT JJ NN VOID
C1,VOID VOID VOID VOID VOID VOID NPS VBP RB JJ IN NPS IN DT NN DT NN VBZ PP VBZ
C6,VOID DT NN VBD VBN $ AB AB RB IN NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,IN JJ JJ JJ NNS IN DT AB AB NN NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,DT RB JJR NN IN NNS IN JJ NNS WRB NNS IN JJ NNS VBP RB AB NN VOID VOID
C4,DT NN VBZ PP MD RB VB IN DT JJS IN NP NP TO VB IN DT NN IN NN
C6,IN JJ JJ NNS TO VB PP$ NN NNS CC NN VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,IN JJ NNS IN JJR NN NN CC JJ NN VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C5,NN IN NP WDT IN NN MD VB DT VBG IN DT NN VOID VOID VOID VOID VOID VOID VOID
C1,DT JJ NN IN NNS EX VBD DT JJ NN IN DT NNS VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID IN NN DT JJ NN IN DT $ AB AB IN JJ VBG NN
C6,VBN TO VB DT NN RB $ AB AB IN NNS IN NN CC AB NNS DT NN VOID VOID
C6,IN JJ NNS NNS VBP VBN IN DT NN WRB NNS RB VBP VBN DT NN NNS VBP VBG IN
C6,VBP VBN IN NN RB JJ TO DT NN IN NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C1,RP CC VB DT NN CC RB VBD RB JJ VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C1,VOID VOID VOID VOID VOID VOID VOID NNS VBP VBG VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID DT VBZ RB JJ VBZ JJ IN JJ NN NN CC IN NN CC
C6,VBZ TO VB NN VBG RP DT NN IN JJ NNS VOID VOID VOID VOID VOID VOID VOID VOID VOID
C6,IN NN NN IN NN TO VB DT NN IN NNS MD VB IN DT JJ NN CC RB VOID
C6,CC PP MD VB JJ NNS CC JJ NNS IN NNS VBP RB VOID VOID VOID VOID VOID VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID IN NNS VBP RB VB NN NN NNS POS NNS MD
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID DT NN VBZ VBN IN IN AB CC AB NNS IN
C6,NP IN NP CC NP NP NP VBZ AB NN IN AB NN CC DT AB NN NN IN AB
C6,VBP JJ NN NNS CC VBG NNS IN VBP NN NNS IN DT JJ NN VOID VOID VOID VOID VOID
C4,DT NP MD RB VB PP$ NNS IN DT JJ IN JJ NNS IN PP VBZ JJ IN VBG DT
C4,VBZ DT NN IN NN WDT VBZ NNS TO PP$ DT NN JJ IN PP$ JJ JJ CC JJ
C6,VOID IN NP NP POS JJ NNS CC JJR NP NNS VBP TO VB DT NN NN IN DT NN
C6,IN NP JJ NN CC DT JJ NN IN NP NNS WDT VBZ VBN DT NN IN JJ NNS NNS
C6,IN DT JJ NN CC VBD DT RB JJ JJ NNS IN PP VBD VBP VBG RB RB VBN IN
C1,VOID VOID NN NNS RB DT NN IN JJ NN IN DT NN VBZ DT NN IN DT NN JJ
C1,POS NN PP VBZ RB VBZ IN JJ NNS POS IN VBG NNS IN DT NN TO VB NP NN
C5,VOID VOID VOID VOID VOID VOID VOID VOID NN VBZ NN NN CC NN VOID VOID VOID VOID VOID
C6,NN IN DT NN NN IN DT NNS CC JJ TO DT NN IN NN VOID VOID VOID VOID VOID
C6,VOID VOID NN NNS VBP DT JJ NN IN WRB NNS VBP IN IN PP$ JJ NP NN NN VOID
C6,VB IN JJ NN VBG PP JJ TO VB WRB NNS IN DT NN MD VB VOID VOID VOID VOID
C5,NP POS NN TO VB PP$ JJ NN CC NN IN NN RBR DT NN VBZ DT NN IN
C5,NN IN DT NP JJ NN DT JJ NN VBZ IN AB NN TO AB NN IN AB JJ
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID VOID IN JJ NN VBN RB IN AB NN VOID VOID
C6,VOID VOID VOID VOID VOID VOID VOID VOID VOID RB VBN RB IN AB NN VOID VOID VOID VOID VOID
C5,NP NP NP NP NP NPS NN AB MD VB IN DT NN NN IN NN NN VBG NN NN
